name,category_paper,score_paper,name_v_paper,category_my,score_my,name_v_my
NC_042323,Phage,0.884926497936248,NC_042323.1,Phage,0.929332077503204,NC_042323.1
NC_042324,Phage,0.947973072528839,NC_042324.1,Phage,0.95383870601654,NC_042324.1
NC_042325,Phage,0.959079325199127,NC_042325.1,Phage,0.967605113983154,NC_042325.1
NC_042326,Phage,0.949344217777252,NC_042326.1,Phage,0.947384715080261,NC_042326.1
NC_042327,Phage,0.973473191261291,NC_042327.1,Phage,0.980228662490845,NC_042327.1
NC_042328,Phage,0.96672248840332,NC_042328.1,Phage,0.984164416790008,NC_042328.1
NC_042329,Phage,0.931930363178253,NC_042329.1,Phage,0.936045706272125,NC_042329.1
NC_042330,Phage,0.949702262878418,NC_042330.1,Phage,0.956568002700806,NC_042330.1
NC_042331,Phage,0.954414427280426,NC_042331.1,Phage,0.994188010692596,NC_042331.1
NC_042332,Phage,0.978593230247497,NC_042332.1,Phage,0.958695113658905,NC_042332.1
NC_042333,Phage,0.961592435836792,NC_042333.1,Phage,0.995849311351776,NC_042333.1
NC_042334,Phage,0.936772346496582,NC_042334.1,Phage,0.922131836414337,NC_042334.1
NC_042335,Phage,0.939854264259338,NC_042335.1,Phage,0.941810011863708,NC_042335.1
NC_042336,Phage,0.895848095417022,NC_042336.1,Phage,0.940844416618347,NC_042336.1
NC_042337,Phage,0.949122190475463,NC_042337.1,Phage,0.981805145740509,NC_042337.1
NC_042338,Phage,0.984319746494293,NC_042338.1,Phage,0.983549654483795,NC_042338.1
NC_042339,Phage,0.945390403270721,NC_042339.1,Phage,0.940370857715607,NC_042339.1
NC_042340,Phage,0.941939413547515,NC_042340.1,Phage,0.953741192817688,NC_042340.1
NC_042341,Phage,0.936465799808502,NC_042341.1,Phage,0.945321559906006,NC_042341.1
NC_042342,Phage,0.71885460615158,NC_042342.1,Phage,0.774630725383759,NC_042342.1
NC_042343,Phage,0.999256134033203,NC_042343.1,Phage,0.999800741672516,NC_042343.1
NC_042344,Phage,0.843342661857605,NC_042344.1,Phage,0.827546894550324,NC_042344.1
NC_042345,Phage,0.775849521160125,NC_042345.1,Phage,0.808508694171906,NC_042345.1
NC_042349,Phage,0.950102746486663,NC_042349.1,Phage,0.968547403812408,NC_042349.1
NC_042350,Phage,0.970728993415832,NC_042350.1,Phage,0.959485471248627,NC_042350.1
NC_042354,Phage,0.979231595993042,NC_042354.1,Phage,0.91974014043808,NC_042354.1
NC_042355,Phage,0.994527101516723,NC_042355.1,Phage,0.988550662994385,NC_042355.1
NC_043027,Phage,0.865065693855285,NC_043027.1,Phage,0.951381802558899,NC_043027.1
NC_043028,Phage,0.737088084220886,NC_043028.1,Phage,0.995204269886017,NC_043028.1
NC_043029,Phage,0.724695026874542,NC_043029.1,Phage,0.99302726984024,NC_043029.1
NC_043767,Phage,0.82328850030899,NC_043767.1,Phage,0.875867307186127,NC_043767.1
NC_045425,Phage,0.999735414981842,NC_045425.1,Phage,0.857463896274567,NC_045425.1
NC_047712,Phage,0.99510258436203,NC_047712.1,Phage,0.992781400680542,NC_047712.1
NC_047713,Phage,0.995547890663147,NC_047713.1,Phage,0.991421401500702,NC_047713.1
NC_047714,Phage,0.996790409088134,NC_047714.1,Phage,0.999710559844971,NC_047714.1
NC_047715,Phage,0.979959428310394,NC_047715.1,Phage,0.970132529735565,NC_047715.1
NC_047716,Phage,0.984614610671997,NC_047716.1,Phage,0.975862264633179,NC_047716.1
NC_047717,Phage,0.984251260757446,NC_047717.1,Phage,0.98483008146286,NC_047717.1
NC_047718,Phage,0.98231291770935,NC_047718.1,Phage,0.984061658382416,NC_047718.1
NC_047719,Phage,0.983513712882995,NC_047719.1,Phage,0.987107574939728,NC_047719.1
NC_047720,Phage,0.998138308525085,NC_047720.1,Phage,0.999637067317963,NC_047720.1
NC_047721,Phage,0.99302589893341,NC_047721.1,Phage,0.999804675579071,NC_047721.1
NC_047722,Phage,0.995623469352722,NC_047722.1,Phage,0.982448935508728,NC_047722.1
NC_047723,Phage,0.998511970043182,NC_047723.1,Phage,0.989090800285339,NC_047723.1
NC_047724,Phage,0.994570314884185,NC_047724.1,Phage,0.994598090648651,NC_047724.1
NC_047725,Phage,0.99825096130371,NC_047725.1,Phage,0.999646842479706,NC_047725.1
NC_047726,Phage,0.996236681938171,NC_047726.1,Phage,0.999987363815308,NC_047726.1
NC_047727,Phage,0.989889204502105,NC_047727.1,Phage,0.991094827651978,NC_047727.1
NC_047728,Phage,0.993548452854156,NC_047728.1,Phage,0.982419788837433,NC_047728.1
NC_047729,Phage,0.997068583965301,NC_047729.1,Phage,0.986727237701416,NC_047729.1
NC_047730,Phage,0.995423436164856,NC_047730.1,Phage,0.989231288433075,NC_047730.1
NC_047731,Phage,0.993177890777587,NC_047731.1,Phage,0.996255397796631,NC_047731.1
NC_047732,Phage,0.986044943332672,NC_047732.1,Phage,0.986941576004028,NC_047732.1
NC_047733,Phage,0.989612460136413,NC_047733.1,Phage,0.998876452445984,NC_047733.1
NC_047734,Phage,0.986091196537017,NC_047734.1,Phage,0.96765786409378,NC_047734.1
NC_047735,Phage,0.987306475639343,NC_047735.1,Phage,0.995007753372192,NC_047735.1
NC_047736,Phage,0.979638576507568,NC_047736.1,Phage,0.988360464572906,NC_047736.1
NC_047737,Phage,0.998192727565765,NC_047737.1,Phage,0.999994874000549,NC_047737.1
NC_047738,Phage,0.907569825649261,NC_047738.1,Phage,0.985865890979767,NC_047738.1
NC_047739,Phage,0.896478533744812,NC_047739.1,Phage,0.863034069538116,NC_047739.1
NC_047740,Phage,0.962546229362487,NC_047740.1,Phage,0.995874583721161,NC_047740.1
NC_047741,Phage,0.998863399028778,NC_047741.1,Phage,0.954175233840942,NC_047741.1
NC_047742,Phage,0.942411422729492,NC_047742.1,Phage,0.962222516536713,NC_047742.1
NC_047743,Phage,0.986666858196258,NC_047743.1,Phage,0.993461728096008,NC_047743.1
NC_047744,Phage,0.984285354614257,NC_047744.1,Phage,0.981677055358887,NC_047744.1
NC_047745,Phage,0.995587766170501,NC_047745.1,Phage,0.996271133422852,NC_047745.1
NC_047746,Phage,0.999358177185058,NC_047746.1,Phage,0.965810239315033,NC_047746.1
NC_047747,Phage,0.991021811962127,NC_047747.1,Phage,0.999206244945526,NC_047747.1
NC_047748,Phage,0.998699247837066,NC_047748.1,Phage,0.999773263931274,NC_047748.1
NC_047749,Phage,0.93800550699234,NC_047749.1,Phage,0.969817221164703,NC_047749.1
NC_047750,Phage,0.776440918445587,NC_047750.1,Phage,0.881080746650696,NC_047750.1
NC_047751,Phage,0.997562825679779,NC_047751.1,Phage,0.999885439872742,NC_047751.1
NC_047752,Phage,0.804739773273468,NC_047752.1,Phage,0.883793115615845,NC_047752.1
NC_047753,Phage,0.55133318901062,NC_047753.1,Bacteria,0.492448836565018,NC_047753.1
NC_047754,Phage,0.944969594478607,NC_047754.1,Phage,0.991733014583588,NC_047754.1
NC_047755,Phage,0.998346090316772,NC_047755.1,Phage,0.999610722064972,NC_047755.1
NC_047756,Phage,0.916318833827972,NC_047756.1,Phage,0.95260351896286,NC_047756.1
NC_047757,Phage,0.869507908821106,NC_047757.1,Phage,0.901301681995392,NC_047757.1
NC_047759,Phage,0.98850667476654,NC_047759.1,Phage,0.966085195541382,NC_047759.1
NC_047760,Phage,0.837743878364563,NC_047760.1,Phage,0.801382660865784,NC_047760.1
NC_047761,Phage,0.999395549297332,NC_047761.1,Phage,0.999993026256561,NC_047761.1
NC_047762,Phage,0.973646819591522,NC_047762.1,Phage,0.943986654281616,NC_047762.1
NC_047763,Phage,0.973897039890289,NC_047763.1,Phage,0.962879538536072,NC_047763.1
NC_047764,Phage,0.905990719795227,NC_047764.1,Phage,0.911954820156097,NC_047764.1
NC_047765,Phage,0.604679465293884,NC_047765.1,Phage,0.941950082778931,NC_047765.1
NC_047766,Phage,0.99717378616333,NC_047766.1,Phage,0.99987119436264,NC_047766.1
NC_047767,Phage,0.994058668613433,NC_047767.1,Phage,0.999958455562592,NC_047767.1
NC_047768,Phage,0.988218188285827,NC_047768.1,Phage,0.967410922050476,NC_047768.1
NC_047769,Phage,0.995648622512817,NC_047769.1,Phage,0.94824093580246,NC_047769.1
NC_047770,Phage,0.931356310844421,NC_047770.1,Phage,0.925370991230011,NC_047770.1
NC_047771,Phage,0.999738574028015,NC_047771.1,Phage,0.999988555908203,NC_047771.1
NC_047772,Phage,0.999702453613281,NC_047772.1,Phage,0.999990284442902,NC_047772.1
NC_047773,Phage,0.999692618846893,NC_047773.1,Phage,0.999985039234161,NC_047773.1
NC_047774,Phage,0.999518275260925,NC_047774.1,Phage,0.999917387962341,NC_047774.1
NC_047775,Phage,0.778500497341156,NC_047775.1,Phage,0.9728724360466,NC_047775.1
NC_047776,Phage,0.899693191051483,NC_047776.1,Phage,0.911197006702423,NC_047776.2
NC_047777,Phage,0.998152911663055,NC_047777.1,Phage,0.999972522258758,NC_047777.1
NC_047778,Phage,0.994402289390564,NC_047778.1,Phage,0.998820006847382,NC_047778.1
NC_047779,Phage,0.993412435054779,NC_047779.1,Phage,0.99990838766098,NC_047779.1
NC_047780,Phage,0.99966812133789,NC_047780.1,Phage,0.999980807304382,NC_047780.1
NC_047781,Phage,0.999701917171478,NC_047781.1,Phage,0.999989211559296,NC_047781.1
NC_047782,Phage,0.999733865261077,NC_047782.1,Phage,0.999991178512573,NC_047782.1
NC_047783,Phage,0.999626159667968,NC_047783.1,Phage,0.964783549308777,NC_047783.1
NC_047784,Phage,0.964296758174896,NC_047784.1,Phage,0.992570161819458,NC_047784.1
NC_047785,Phage,0.922480702400207,NC_047785.1,Phage,0.951323986053467,NC_047785.1
NC_047786,Phage,0.865018963813781,NC_047786.1,Phage,0.838935017585754,NC_047786.1
NC_047787,Phage,0.99698781967163,NC_047787.1,Phage,0.998762726783752,NC_047787.1
NC_047788,Phage,0.703401982784271,NC_047788.1,Phage,0.905908644199371,NC_047788.1
NC_047789,Phage,0.995522797107696,NC_047789.1,Phage,0.934344947338104,NC_047789.1
NC_047790,Phage,0.669941246509552,NC_047790.1,Phage,0.83594411611557,NC_047790.1
NC_047791,Phage,0.966292917728424,NC_047791.1,Phage,0.987925171852112,NC_047791.1
NC_047792,Phage,0.859695553779602,NC_047792.1,Phage,0.962898552417755,NC_047792.1
NC_047793,Phage,0.884223520755767,NC_047793.1,Phage,0.997838497161865,NC_047793.1
NC_047794,Phage,0.901325047016143,NC_047794.1,Phage,0.922286212444305,NC_047794.1
NC_047795,Phage,0.914953172206878,NC_047795.1,Phage,0.962613761425018,NC_047795.1
NC_047796,Phage,0.959642708301544,NC_047796.1,Phage,0.947021901607513,NC_047796.1
NC_047797,Phage,0.999511420726776,NC_047797.2,Phage,0.999746084213257,NC_047797.2
NC_047798,Phage,0.999702811241149,NC_047798.1,Phage,0.999820113182068,NC_047798.1
NC_047799,Phage,0.999757170677185,NC_047799.1,Phage,0.999970436096191,NC_047799.1
NC_047800,Phage,0.996200501918792,NC_047800.1,Phage,0.962404012680054,NC_047800.1
NC_047801,Phage,0.999348163604736,NC_047801.2,Phage,0.999961018562317,NC_047801.2
NC_047802,Phage,0.999614059925079,NC_047802.1,Phage,0.969245672225952,NC_047802.1
NC_047803,Phage,0.999471306800842,NC_047803.1,Phage,0.999874711036682,NC_047803.1
NC_047804,Phage,0.90374219417572,NC_047804.1,Phage,0.972361147403717,NC_047804.1
NC_047805,Phage,0.9979949593544,NC_047805.1,Phage,0.999979674816132,NC_047805.1
NC_047806,Phage,0.993448674678802,NC_047806.1,Phage,0.963831841945648,NC_047806.1
NC_047807,Phage,0.994333148002624,NC_047807.1,Phage,0.965260922908783,NC_047807.1
NC_047808,Phage,0.998460531234741,NC_047808.1,Phage,0.991526186466217,NC_047808.1
NC_047809,Phage,0.998077571392059,NC_047809.1,Phage,0.973109066486359,NC_047809.1
NC_047810,Phage,0.968220889568328,NC_047810.1,Phage,0.962633430957794,NC_047810.1
NC_047811,Phage,0.999126374721527,NC_047811.1,Phage,0.96302717924118,NC_047811.1
NC_047812,Phage,0.973580718040466,NC_047812.1,Phage,0.970363140106201,NC_047812.1
NC_047813,Phage,0.660718739032745,NC_047813.1,Phage,0.894678890705109,NC_047813.1
NC_047814,Phage,0.716350376605987,NC_047814.1,Phage,0.972623229026794,NC_047814.1
NC_047815,Phage,0.949204623699188,NC_047815.1,Phage,0.923404574394226,NC_047815.1
NC_047816,Phage,0.950086116790771,NC_047816.1,Phage,0.93481707572937,NC_047816.1
NC_047817,Phage,0.693746149539947,NC_047817.1,Phage,0.947899281978607,NC_047817.1
NC_047818,Phage,0.591395676136016,NC_047818.1,Phage,0.88317334651947,NC_047818.1
NC_047819,Phage,0.996957123279571,NC_047819.1,Phage,0.995627045631409,NC_047819.1
NC_047820,Phage,0.968037188053131,NC_047820.1,Phage,0.993123233318329,NC_047820.1
NC_047821,Phage,0.997514367103576,NC_047821.1,Phage,0.962887525558472,NC_047821.1
NC_047822,Phage,0.957970201969146,NC_047822.1,Phage,0.977231562137604,NC_047822.1
NC_047823,Phage,0.967850685119628,NC_047823.1,Phage,0.993152737617493,NC_047823.1
NC_047824,Phage,0.962871253490448,NC_047824.1,Phage,0.972178876399994,NC_047824.1
NC_047825,Phage,0.947252810001373,NC_047825.1,Phage,0.944275200366974,NC_047825.1
NC_047826,Phage,0.999581217765808,NC_047826.1,Phage,0.999912977218628,NC_047826.1
NC_047827,Phage,0.999665141105651,NC_047827.1,Phage,0.99969607591629,NC_047827.1
NC_047828,Phage,0.953036367893219,NC_047828.1,Phage,0.921590924263,NC_047828.1
NC_047829,Phage,0.996971786022186,NC_047829.1,Phage,0.978083252906799,NC_047829.1
NC_047830,Phage,0.978740274906158,NC_047830.1,Phage,0.942610502243042,NC_047830.1
NC_047831,Phage,0.915062427520752,NC_047831.1,Phage,0.918722033500671,NC_047831.1
NC_047832,Phage,0.936585009098053,NC_047832.1,Phage,0.911166667938232,NC_047832.1
NC_047833,Phage,0.811524808406829,NC_047833.1,Phage,0.965218782424927,NC_047833.1
NC_047834,Phage,0.984735965728759,NC_047834.1,Phage,0.957903206348419,NC_047834.1
NC_047835,Phage,0.96605497598648,NC_047835.1,Phage,0.950886964797974,NC_047835.1
NC_047836,Phage,0.998429417610168,NC_047836.1,Phage,0.965192914009094,NC_047836.1
NC_047837,Phage,0.803904354572296,NC_047837.1,Phage,0.999580383300781,NC_047837.1
NC_047838,Phage,0.985550761222839,NC_047838.1,Phage,0.98649263381958,NC_047838.1
NC_047839,Phage,0.890667498111724,NC_047839.1,Phage,0.901747286319733,NC_047839.1
NC_047840,Phage,0.993415474891662,NC_047840.1,Phage,0.946805655956268,NC_047840.1
NC_047841,Phage,0.951584339141845,NC_047841.1,Phage,0.958749175071716,NC_047841.1
NC_047842,Phage,0.998436987400054,NC_047842.1,Phage,0.965900182723999,NC_047842.1
NC_047843,Phage,0.999289870262146,NC_047843.1,Phage,0.99335914850235,NC_047843.1
NC_047844,Phage,0.998820066452026,NC_047844.1,Phage,0.987044036388397,NC_047844.1
NC_047845,Phage,0.966550648212432,NC_047845.1,Phage,0.954777717590332,NC_047845.1
NC_047846,Phage,0.995663464069366,NC_047846.1,Phage,0.953147113323212,NC_047846.1
NC_047847,Phage,0.959931135177612,NC_047847.1,Phage,0.896939635276794,NC_047847.1
NC_047848,Phage,0.97955971956253,NC_047848.1,Phage,0.954994678497314,NC_047848.1
NC_047849,Phage,0.98951643705368,NC_047849.1,Phage,0.999921321868896,NC_047849.1
NC_047850,Phage,0.95597755908966,NC_047850.1,Phage,0.950228631496429,NC_047850.1
NC_047851,Phage,0.957955479621887,NC_047851.1,Phage,0.935314536094666,NC_047851.1
NC_047852,Phage,0.992936074733734,NC_047852.1,Phage,0.963974714279175,NC_047852.1
NC_047853,Phage,0.994929134845733,NC_047853.1,Phage,0.967404842376709,NC_047853.1
NC_047854,Phage,0.64431482553482,NC_047854.1,Phage,0.951344966888428,NC_047854.1
NC_047855,Phage,0.602396965026855,NC_047855.1,Phage,0.766319215297699,NC_047855.1
NC_047857,Phage,0.999606728553772,NC_047857.1,Phage,0.964759826660156,NC_047857.1
NC_047858,Phage,0.985447943210601,NC_047858.1,Phage,0.965913832187653,NC_047858.1
NC_047859,Phage,0.954130232334137,NC_047859.1,Phage,0.936244904994965,NC_047859.1
NC_047860,Phage,0.994612634181976,NC_047860.1,Phage,0.966228544712067,NC_047860.1
NC_047861,Phage,0.714748620986938,NC_047861.1,Phage,0.835187315940857,NC_047861.1
NC_047862,Phage,0.842402160167694,NC_047862.1,Phage,0.886764347553253,NC_047862.1
NC_047863,Phage,0.934479415416717,NC_047863.1,Phage,0.974467933177948,NC_047863.1
NC_047864,Phage,0.999635875225067,NC_047864.1,Phage,0.999964654445648,NC_047864.1
NC_047865,Phage,0.995679676532745,NC_047865.1,Phage,0.946791708469391,NC_047865.1
NC_047866,Phage,0.991343319416046,NC_047866.1,Phage,0.986936688423157,NC_047866.1
NC_047867,Phage,0.99958860874176,NC_047867.1,Phage,0.999966979026794,NC_047867.1
NC_047868,Phage,0.999514400959014,NC_047868.1,Phage,0.958754122257233,NC_047868.1
NC_047869,Phage,0.997917532920837,NC_047869.1,Phage,0.999887883663178,NC_047869.1
NC_047870,Phage,0.986202478408813,NC_047870.1,Phage,0.946887731552124,NC_047870.1
NC_047871,Phage,0.990293502807617,NC_047871.1,Phage,0.992583572864532,NC_047871.1
NC_047872,Phage,0.983539938926696,NC_047872.1,Phage,0.980589151382446,NC_047872.1
NC_047873,Phage,0.999354898929596,NC_047873.1,Phage,0.999871075153351,NC_047873.1
NC_047874,Phage,0.99796324968338,NC_047874.1,Phage,0.99995893239975,NC_047874.1
NC_047875,Phage,0.873999238014221,NC_047875.1,Phage,0.909558951854706,NC_047875.1
NC_047880,Phage,0.967553198337554,NC_047880.1,Phage,0.96125340461731,NC_047880.1
NC_047881,Phage,0.962177038192749,NC_047881.1,Phage,0.977973878383636,NC_047881.1
NC_047882,Phage,0.983762741088867,NC_047882.1,Phage,0.955066502094269,NC_047882.1
NC_047883,Phage,0.999271690845489,NC_047883.1,Phage,0.997666656970978,NC_047883.1
NC_047886,Phage,0.999358296394348,NC_047886.1,Phage,0.999931335449219,NC_047886.1
NC_047887,Phage,0.993588685989379,NC_047887.1,Phage,0.998746752738953,NC_047887.1
NC_047888,Phage,0.987935304641723,NC_047888.1,Phage,0.999742746353149,NC_047888.1
NC_047889,Phage,0.998977482318878,NC_047889.1,Phage,0.958418369293213,NC_047889.1
NC_047890,Phage,0.97670978307724,NC_047890.1,Phage,0.937812089920044,NC_047890.1
NC_047891,Phage,0.874190330505371,NC_047891.1,Phage,0.876352965831757,NC_047891.1
NC_047892,Phage,0.942813694477081,NC_047892.1,Phage,0.955950856208801,NC_047892.1
NC_047893,Phage,0.978447377681732,NC_047893.1,Phage,0.906553626060486,NC_047893.1
NC_047894,Phage,0.997045218944549,NC_047894.1,Phage,0.958317577838898,NC_047894.1
NC_047895,Phage,0.993341147899627,NC_047895.1,Phage,0.999971389770508,NC_047895.1
NC_047896,Phage,0.999133586883544,NC_047896.1,Phage,0.991285681724548,NC_047896.1
NC_047897,Phage,0.800970315933227,NC_047897.1,Phage,0.776690483093262,NC_047897.1
NC_047898,Phage,0.919547379016876,NC_047898.1,Phage,0.966916680335998,NC_047898.1
NC_047899,Phage,0.998714983463287,NC_047899.1,Phage,0.966052949428558,NC_047899.1
NC_047900,Phage,0.922193646430969,NC_047900.1,Phage,0.912008941173553,NC_047900.1
NC_047901,Phage,0.936714768409729,NC_047901.1,Phage,0.93916529417038,NC_047901.1
NC_047902,Phage,0.756113290786743,NC_047902.1,Phage,0.781660437583923,NC_047902.1
NC_047903,Phage,0.999751269817352,NC_047903.1,Phage,0.968439996242523,NC_047903.1
NC_047904,Phage,0.994045674800872,NC_047904.1,Phage,0.998958349227905,NC_047904.1
NC_047905,Phage,0.963078796863555,NC_047905.1,Phage,0.886926829814911,NC_047905.1
NC_047906,Phage,0.994482159614563,NC_047906.1,Phage,0.998361706733704,NC_047906.1
NC_047907,Phage,0.969712734222412,NC_047907.1,Phage,0.981217086315155,NC_047907.1
NC_047908,Phage,0.985637664794921,NC_047908.1,Phage,0.999979317188263,NC_047908.1
NC_047909,Phage,0.90496951341629,NC_047909.1,Phage,0.833098709583283,NC_047909.1
NC_047910,Phage,0.96398651599884,NC_047910.1,Phage,0.895716428756714,NC_047910.1
NC_047911,Phage,0.873123586177825,NC_047911.1,Phage,0.927415490150452,NC_047911.1
NC_047912,Phage,0.875985264778137,NC_047912.1,Phage,0.986828327178955,NC_047912.1
NC_047913,Phage,0.920011341571807,NC_047913.1,Phage,0.930711150169373,NC_047913.1
NC_047914,Phage,0.841735363006591,NC_047914.1,Phage,0.905166268348694,NC_047914.1
NC_047915,Phage,0.84950315952301,NC_047915.1,Phage,0.899589836597443,NC_047915.1
NC_047916,Phage,0.758484840393066,NC_047916.1,Phage,0.745032846927643,NC_047916.1
NC_047917,Phage,0.998269200325012,NC_047917.1,Phage,0.963778674602508,NC_047917.1
NC_047918,Phage,0.908439517021179,NC_047918.1,Phage,0.889654874801636,NC_047918.1
NC_047919,Phage,0.678051114082336,NC_047919.1,Phage,0.856485605239868,NC_047919.1
NC_047920,Phage,0.983980953693389,NC_047920.1,Phage,0.965820252895355,NC_047920.1
NC_047921,Phage,0.956538021564483,NC_047921.1,Phage,0.961357831954956,NC_047921.1
NC_047922,Phage,0.999232530593872,NC_047922.1,Phage,0.999950885772705,NC_047922.1
NC_047923,Phage,0.999480426311492,NC_047923.1,Phage,0.999979257583618,NC_047923.1
NC_047924,Phage,0.967600047588348,NC_047924.1,Phage,0.963110089302063,NC_047924.1
NC_047925,Phage,0.793883442878723,NC_047925.1,Phage,0.836201190948486,NC_047925.1
NC_047926,Phage,0.947887480258941,NC_047926.1,Phage,0.941493093967438,NC_047926.1
NC_047927,Phage,0.999501347541809,NC_047927.1,Phage,0.999892592430115,NC_047927.1
NC_047929,Phage,0.987994253635406,NC_047929.1,Phage,0.998642206192017,NC_047929.1
NC_047930,Phage,0.976228654384613,NC_047930.1,Phage,0.996947586536408,NC_047930.1
NC_047931,Phage,0.855147242546081,NC_047931.1,Phage,0.838825106620789,NC_047931.1
NC_047932,Phage,0.9501433968544,NC_047932.1,Phage,0.980526864528656,NC_047932.1
NC_047933,Phage,0.997700154781341,NC_047933.1,Phage,0.992433190345764,NC_047933.1
NC_047934,Phage,0.999523878097534,NC_047934.1,Phage,0.999833583831787,NC_047934.1
NC_047935,Phage,0.999353885650634,NC_047935.1,Phage,0.99994283914566,NC_047935.1
NC_047936,Phage,0.993934154510498,NC_047936.1,Phage,0.999993205070496,NC_047936.1
NC_047937,Phage,0.999476611614227,NC_047937.1,Phage,0.999992370605469,NC_047937.1
NC_047938,Phage,0.927581250667572,NC_047938.1,Phage,0.914898633956909,NC_047938.1
NC_047939,Phage,0.999778866767883,NC_047939.1,Phage,0.97308337688446,NC_047939.1
NC_047940,Phage,0.988170742988586,NC_047940.1,Phage,0.999859392642975,NC_047940.1
NC_047941,Phage,0.999617636203765,NC_047941.1,Phage,0.999976933002472,NC_047941.1
NC_047942,Phage,0.999505341053009,NC_047942.1,Phage,0.999949753284454,NC_047942.1
NC_047944,Phage,0.985566258430481,NC_047944.1,Phage,0.940908133983612,NC_047944.1
NC_047945,Phage,0.968556225299835,NC_047945.1,Phage,0.971473634243012,NC_047945.1
NC_047946,Phage,0.988953828811645,NC_047946.1,Phage,0.988004386425018,NC_047946.1
NC_047947,Phage,0.930815696716308,NC_047947.1,Phage,0.994457483291626,NC_047947.1
NC_047948,Phage,0.980155527591705,NC_047948.1,Phage,0.987331628799438,NC_047948.1
NC_047950,Phage,0.955407381057739,NC_047950.1,Phage,0.96171772480011,NC_047950.1
NC_047951,Phage,0.9990895986557,NC_047951.1,Phage,0.999391973018646,NC_047951.1
NC_047952,Phage,0.996143043041229,NC_047952.1,Phage,0.999095141887665,NC_047952.1
NC_047953,Phage,0.979244947433471,NC_047953.1,Phage,0.963961243629456,NC_047953.1
NC_047954,Phage,0.997274458408355,NC_047954.1,Phage,0.949127018451691,NC_047954.1
NC_047955,Phage,0.990157067775726,NC_047955.1,Phage,0.950502455234528,NC_047955.1
NC_047956,Phage,0.998985111713409,NC_047956.1,Phage,0.96166455745697,NC_047956.1
NC_047957,Phage,0.99834144115448,NC_047957.1,Phage,0.955351769924164,NC_047957.1
NC_047958,Phage,0.869236588478088,NC_047958.1,Phage,0.952691853046417,NC_047958.1
NC_047959,Phage,0.938978970050811,NC_047959.1,Phage,0.94983834028244,NC_047959.1
NC_047960,Phage,0.967147767543792,NC_047960.1,Phage,0.950208365917206,NC_047960.1
NC_047961,Phage,0.999693512916564,NC_047961.1,Phage,0.999952912330627,NC_047961.1
NC_047962,Phage,0.833363234996795,NC_047962.1,Phage,0.82211822271347,NC_047962.1
NC_047963,Phage,0.999243736267089,NC_047963.1,Phage,0.99994945526123,NC_047963.1
NC_047964,Phage,0.99844866991043,NC_047964.1,Phage,0.999954342842102,NC_047964.1
NC_047965,Phage,0.971999168395996,NC_047965.1,Phage,0.9849494099617,NC_047965.1
NC_047966,Phage,0.973601937294006,NC_047966.1,Phage,0.936777889728546,NC_047966.1
NC_047967,Phage,0.996655821800231,NC_047967.1,Phage,0.999732792377472,NC_047967.1
NC_047968,Phage,0.999746203422546,NC_047968.1,Phage,0.999994695186615,NC_047968.1
NC_047969,Phage,0.999688565731048,NC_047969.1,Phage,0.999993205070496,NC_047969.1
NC_047970,Phage,0.998793244361877,NC_047970.1,Phage,0.999994039535522,NC_047970.1
NC_047971,Phage,0.999674022197723,NC_047971.1,Phage,0.999989986419678,NC_047971.1
NC_047972,Phage,0.980251431465148,NC_047972.1,Phage,0.984749317169189,NC_047972.1
NC_047973,Phage,0.793137669563293,NC_047973.1,Phage,0.868806958198547,NC_047973.1
NC_047974,Phage,0.886150121688842,NC_047974.1,Phage,0.950485289096832,NC_047974.1
NC_047975,Phage,0.785287916660308,NC_047975.1,Phage,0.8608757853508,NC_047975.1
NC_047976,Phage,0.971168637275695,NC_047976.1,Phage,0.998164892196655,NC_047976.1
NC_047977,Phage,0.885844111442565,NC_047977.1,Phage,0.935825824737549,NC_047977.1
NC_047978,Phage,0.960973978042602,NC_047978.1,Phage,0.935331583023071,NC_047978.1
NC_047979,Phage,0.96378880739212,NC_047979.1,Phage,0.956657946109772,NC_047979.1
NC_047980,Phage,0.999356269836425,NC_047980.1,Phage,0.999983906745911,NC_047980.1
NC_047981,Phage,0.99901533126831,NC_047981.1,Phage,0.999931812286377,NC_047981.1
NC_047982,Phage,0.999562561511993,NC_047982.1,Phage,0.999971389770508,NC_047982.1
NC_047983,Phage,0.682233452796936,NC_047983.1,Phage,0.774024367332459,NC_047983.1
NC_047984,Phage,0.998870372772216,NC_047984.1,Phage,0.999853610992432,NC_047984.1
NC_047985,Phage,0.9636190533638,NC_047985.1,Phage,0.952606201171875,NC_047985.1
NC_047986,Phage,0.939530134201049,NC_047986.1,Phage,0.924642741680145,NC_047986.1
NC_047987,Phage,0.971615374088287,NC_047987.1,Phage,0.971958994865418,NC_047987.1
NC_047988,Phage,0.958151996135711,NC_047988.1,Phage,0.936745405197144,NC_047988.1
NC_047989,Phage,0.947807013988494,NC_047989.1,Phage,0.935783863067627,NC_047989.1
NC_047990,Phage,0.971165060997009,NC_047990.1,Phage,0.917332172393799,NC_047990.1
NC_047991,Phage,0.840594887733459,NC_047991.1,Phage,0.89142245054245,NC_047991.1
NC_047992,Phage,0.868003845214843,NC_047992.1,Phage,0.861014604568481,NC_047992.1
NC_047993,Phage,0.961103916168212,NC_047993.1,Phage,0.987811803817749,NC_047993.1
